Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount,Claim No Check,Policy No Check,Class Check,Date Reasonability,Gross=Net+Reinsurance
C861983,P576537,2024.0,David Thompson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-30,2024-11-30,2025-01-08,2024-03-28,2025-03-27,1022000,0,0,1022000.0,0.0,1022000.0,OK,OK,OK,OK,OK
C477003,P542452,2024.0,Aarav Sharma,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-03,2024-12-06,2025-01-15,2024-07-19,2025-07-18,35000,0,0,35000.0,0.0,35000.0,OK,OK,OK,OK,OK
C814565,P932282,2023.0,Ethan Hall,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-14,2023-04-17,2025-01-14,2023-01-01,2023-12-31,0,0,122200,122200.0,0.0,122200.0,OK,OK,OK,OK,OK
C326423,P314007,2022.0,Ella Begum,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-01-31,2023-02-01,2025-01-10,2022-11-25,2023-11-24,0,0,74200,74200.0,0.0,74200.0,OK,OK,OK,OK,OK
C135925,P302207,2024.0,Ella Begum,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-14,2024-08-14,2025-01-10,2024-03-01,2025-02-28,0,0,254520,254520.0,0.0,254520.0,OK,OK,OK,OK,OK
C419735,P921114,2022.0,Daniel Miller,Broker Three,Marine,6,Marine Cargo,61,Theft of goods,2022-09-12,2024-02-21,2025-01-20,2022-08-18,2022-11-15,4756998,0,0,4756998.0,3792719.3,964278.7,OK,OK,OK,OK,OK
C853354,P123921,2023.0,Mateo Williams,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-30,2024-10-31,2025-01-21,2023-11-09,2024-10-31,0,0,637900,637900.0,0.0,637900.0,OK,OK,OK,OK,OK
C878993,P631152,2024.0,Omar Shah,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-14,2024-10-16,2025-01-21,2024-05-17,2025-03-12,0,0,194896,194896.0,0.0,194896.0,OK,OK,OK,OK,OK
C734933,P785681,2024.0,Aisha Patel,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-11,2024-11-11,2025-01-21,2024-01-01,2024-12-31,0,0,87480,87480.0,0.0,87480.0,OK,OK,OK,OK,OK
C817140,P381467,2018.0,Maya Wilson,Alpha Insurance Agency,Marine,6,Marine Cargo,61,Own Damage,2018-10-24,2018-11-02,2025-01-21,2018-08-23,2018-11-22,204284,0,0,204284.0,0.0,204284.0,OK,OK,OK,OK,OK
C855798,P945029,2024.0,David Smith,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-19,2024-08-20,2025-03-07,2024-02-23,2025-02-22,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C509078,P550729,2024.0,Nina Begum,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-25,2024-11-27,2025-02-07,2024-03-22,2025-03-21,0,0,9700,9700.0,0.0,9700.0,OK,OK,OK,OK,OK
C785350,P553573,2024.0,Noah Singh,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-29,2024-10-29,2025-02-06,2024-03-01,2025-02-28,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C382516,P720534,2023.0,Omar Begum,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-08,2024-03-11,2025-02-06,2023-11-19,2024-11-18,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C804692,P328576,2017.0,Omar Shah,Broker Two,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2017-08-07,2017-09-21,2025-03-19,2017-07-25,2018-07-24,0,0,148300,148300.0,0.0,148300.0,OK,OK,OK,OK,OK
C767442,P908589,2024.0,Priya Shah,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-04,2024-08-23,2025-02-06,2024-02-13,2025-02-12,0,0,4060,4060.0,0.0,4060.0,OK,OK,OK,OK,OK
C972264,P589069,2024.0,Daniel Begum,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-02,2024-11-06,2025-02-06,2024-01-25,2025-01-24,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C618758,P833577,2024.0,Raj Sharma,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-08,2024-11-14,2025-02-06,2024-07-11,2025-07-10,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C951085,P192901,2024.0,Lucas Miller,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-11,2024-11-11,2025-02-06,2024-05-04,2025-05-03,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C583185,P913314,2010.0,Sophia Patel,Gamma Insurance Brokers,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2011-03-27,2011-05-23,2025-01-22,2010-04-01,2011-03-31,0,0,314493,314493.0,0.0,314493.0,OK,OK,OK,OK,OK
C542001,P181907,2023.0,Zara Williams,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-03,2024-06-11,2025-02-06,2023-05-26,2024-05-25,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C829236,P224666,2024.0,Amelia Patel,Broker One,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-10-11,2024-10-12,2025-01-24,2024-05-31,2025-05-30,0,0,13000,13000.0,0.0,13000.0,OK,OK,OK,OK,OK
C575622,P216750,2024.0,Noah Singh,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-09-30,2024-09-30,2025-01-24,2024-06-27,2025-06-26,0,0,17500,17500.0,0.0,17500.0,OK,OK,OK,OK,OK
C128004,P597578,2024.0,Aisha Thompson,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-20,2024-10-22,2025-02-07,2024-08-03,2025-08-02,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C270487,P951146,2023.0,Yusuf Ahmed,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-25,2024-05-28,2025-02-12,2023-05-26,2024-05-25,900000,0,0,900000.0,0.0,900000.0,OK,OK,OK,OK,OK
C407769,P991806,2024.0,Omar Lewis,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-09,2024-10-14,2025-02-07,2024-03-15,2025-03-14,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C556342,P680563,2023.0,Zara Ahmed,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-15,2024-09-18,2025-02-07,2023-12-08,2024-10-06,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C208112,P783271,2024.0,Amelia Shah,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-28,2024-09-30,2025-02-07,2024-02-22,2025-02-20,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C299522,P289055,2024.0,Noah Ali,Pegasus Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-18,2024-11-20,2025-02-06,2024-06-03,2025-06-02,0,0,10710,10710.0,0.0,10710.0,OK,OK,OK,OK,OK
C176209,P939214,2024.0,Priya Hall,Zeta Assurance,Motor Private,70,Motor Cycle Comprehensive,701,Own Damage,2024-10-08,2024-10-17,2025-02-07,2023-12-01,2024-11-30,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C924548,P367327,2024.0,David Khan,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-19,2024-12-23,2025-02-17,2024-08-31,2025-07-30,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C324226,P227658,2024.0,Mateo Davies,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-02,2024-08-02,2025-02-18,2024-04-08,2025-04-07,0,0,6500,6500.0,0.0,6500.0,OK,OK,OK,OK,OK
C498740,P554130,2025.0,Raj Brown,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-03,2025-01-07,2025-02-06,2024-12-26,2025-10-25,1703000,0,0,1703000.0,0.0,1703000.0,OK,OK,OK,CHECK,OK
C492028,P866839,2022.0,Mateo Singh,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-29,2023-05-02,2025-02-06,2022-06-05,2023-05-04,0,0,28770,28770.0,0.0,28770.0,OK,OK,OK,OK,OK
C461335,P177991,2023.0,Amelia Johnson,Pegasus Insurance,Motor Commercial,80,PSV,804,Own Damage,2024-06-04,2024-06-13,2025-02-06,2023-08-21,2024-08-20,0,0,23900,23900.0,0.0,23900.0,OK,OK,OK,OK,OK
C134361,P712362,2023.0,Ethan Davies,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-26,2024-11-05,2025-02-07,2023-12-29,2024-12-28,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C693698,P163662,2023.0,Lucas Thompson,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-10-01,2023-10-04,2025-01-30,2023-02-24,2023-11-23,0,0,361072,361072.0,0.0,361072.0,OK,OK,OK,OK,OK
C332612,P306659,2022.0,Lucas Thompson,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-06-02,2022-06-08,2025-02-06,2022-01-01,2022-12-31,0,0,24450,24450.0,0.0,24450.0,OK,OK,OK,OK,OK
C108551,P319528,2022.0,Omar Begum,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-08-27,2023-08-29,2025-03-07,2022-12-09,2023-12-08,0,0,32970,32970.0,0.0,32970.0,OK,OK,OK,OK,OK
C301679,P244466,2022.0,Ethan Miller,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-21,2023-06-26,2025-02-06,2022-11-01,2023-10-31,0,0,35960,35960.0,0.0,35960.0,OK,OK,OK,OK,OK
C712266,P328603,2022.0,Ella Singh,Pegasus Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-01-02,2023-01-05,2025-02-06,2022-06-27,2023-06-26,0,0,5800,5800.0,0.0,5800.0,OK,OK,OK,OK,OK
C385145,P713131,2024.0,Lucas Singh,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-08,2024-10-09,2025-02-12,2024-02-24,2025-02-23,0,0,55000,55000.0,0.0,55000.0,OK,OK,OK,OK,OK
C336995,P215732,2022.0,Aarav Ali,Vertex Insurance,Motor Commercial,80,PSV,804,Own Damage,2022-11-13,2022-11-16,2025-02-06,2022-01-27,2023-01-26,0,0,23960,23960.0,0.0,23960.0,OK,OK,OK,OK,OK
C754097,P983622,2022.0,Ella Gupta,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-03-07,2023-03-09,2025-02-06,2022-05-19,2023-05-18,0,0,30350,30350.0,0.0,30350.0,OK,OK,OK,OK,OK
C315258,P634834,2022.0,Noah Fernandez,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-07-03,2022-07-04,2025-02-06,2022-03-01,2023-02-28,0,0,38850,38850.0,0.0,38850.0,OK,OK,OK,OK,OK
C457250,P907084,2023.0,Leo Wilson,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-05-12,2023-05-16,2025-03-13,2023-01-26,2023-11-24,0,0,36450,36450.0,0.0,36450.0,OK,OK,OK,OK,OK
C829114,P895106,2023.0,Ella Khan,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-10,2024-09-11,2025-02-19,2023-09-30,2024-09-29,0,0,365300,365300.0,0.0,365300.0,OK,OK,OK,OK,OK
C768703,P934633,2023.0,Lucas Shah,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-12,2024-09-13,2025-02-19,2023-09-16,2024-09-15,0,0,68340,68340.0,0.0,68340.0,OK,OK,OK,OK,OK
C144418,P511313,2024.0,Zara Khan,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-25,2024-10-25,2025-02-07,2024-03-11,2025-03-10,0,0,37700,37700.0,0.0,37700.0,OK,OK,OK,OK,OK
C165351,P118738,2024.0,Noah Brown,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-10,2024-08-23,2025-02-19,2023-11-28,2024-10-27,0,0,175060,175060.0,0.0,175060.0,OK,OK,OK,OK,OK
C446374,P163795,2022.0,Leo Wilson,Kappa Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-01-03,2023-01-06,2025-01-30,2022-05-01,2023-04-30,901230,0,0,901230.0,391916.0,509314.0,OK,OK,OK,OK,OK
C626874,P747978,2024.0,Leila Ali,Broker One,Motor Commercial,80,PSV,804,Accidental Damage,2024-05-04,2024-06-12,2025-01-30,2024-03-03,2025-03-02,601250,0,0,601250.0,0.0,601250.0,OK,OK,OK,OK,OK
C182037,P764301,2022.0,Raj Smith,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-11-07,2022-11-16,2025-01-30,2022-05-01,2023-04-30,791490,0,0,791490.0,0.0,791490.0,OK,OK,OK,OK,OK
C907244,P105570,2023.0,Maya Hall,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-01,2023-06-05,2025-01-30,2022-08-08,2023-07-03,803102,0,0,803102.0,0.0,803102.0,OK,OK,OK,OK,OK
C798795,P334658,2022.0,Noah Gupta,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-11-13,2022-11-18,2025-02-06,2022-07-19,2023-07-18,0,0,51380,51380.0,51380.0,0.0,OK,OK,OK,OK,OK
C865989,P734391,2024.0,Arjun Hughes,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-18,2025-01-21,2025-01-31,2024-08-30,2025-06-29,348956,0,0,348956.0,0.0,348956.0,OK,OK,OK,OK,OK
C592603,P141291,2019.0,Aisha Patel,Broker Two,Motor Commercial,80,Motor Commercial Third Party,808,Own Damage,2019-11-02,2020-04-08,2025-02-04,2019-03-01,2020-02-29,0,0,887000,887000.0,0.0,887000.0,OK,OK,OK,OK,OK
C569709,P367430,2024.0,Mateo Hughes,Epsilon Underwriters,Fire Domestic,3,Domestic Contents,31,Loss of Phone,2025-01-16,2025-01-22,2025-02-06,2024-11-01,2025-10-31,8500,0,0,8500.0,0.0,8500.0,OK,OK,OK,CHECK,OK
C389503,P687085,2022.0,Priya Williams,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-02-28,2023-03-02,2025-01-31,2022-04-23,2023-04-22,446000,0,0,446000.0,0.0,446000.0,OK,OK,OK,OK,OK
C604623,P857798,2023.0,Aisha Shah,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-12-23,2023-12-28,2025-01-31,2023-07-01,2024-06-30,440180,0,0,440180.0,0.0,440180.0,OK,OK,OK,OK,OK
C112891,P639560,2025.0,Isla Khan,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-01,2025-01-06,2025-03-07,2025-01-01,2025-12-31,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C107349,P866113,2024.0,Lucas Khan,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-19,2024-09-20,2025-02-04,2024-05-01,2025-04-30,0,0,19952,19952.0,0.0,19952.0,OK,OK,OK,OK,OK
C607249,P949542,2024.0,Maya Hall,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-09,2024-09-18,2025-05-07,2024-01-01,2024-12-31,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C942060,P151292,2022.0,Omar Ahmed,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-01-16,2022-04-20,2025-02-06,2021-12-18,2022-01-17,0,0,29360,29360.0,0.0,29360.0,OK,OK,OK,OK,OK
C270695,P884921,2024.0,Fatima Ali,Vertex Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-07,2024-11-11,2025-03-06,2024-06-26,2025-06-25,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C959647,P848431,2024.0,Aisha Miller,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-06-08,2024-10-11,2025-02-25,2023-11-22,2024-11-21,0,0,71340,71340.0,0.0,71340.0,OK,OK,OK,OK,OK
C518141,P623725,2024.0,Arjun Fernandez,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-29,2024-10-01,2025-02-19,2023-12-14,2024-12-13,0,0,137592,137592.0,0.0,137592.0,OK,OK,OK,OK,OK
C743086,P662838,2023.0,Daniel Gupta,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-03,2024-06-11,2025-03-13,2023-05-26,2024-05-25,0,0,686040,686040.0,0.0,686040.0,OK,OK,OK,OK,OK
C746901,P620373,2024.0,Ella Davies,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-18,2024-10-01,2025-02-12,2024-08-16,2025-08-15,0,0,266120,266120.0,0.0,266120.0,OK,OK,OK,OK,OK
C236382,P778997,2024.0,Leo Ali,Alpha Insurance Agency,Motor Commercial,80,General Cartage,807,Hit and Run,2024-08-14,2024-08-22,2025-02-06,2024-02-12,2025-02-11,211600,0,0,211600.0,0.0,211600.0,OK,OK,OK,OK,OK
C635400,P523963,2024.0,Aarav Singh,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-28,2024-10-30,2025-02-14,2024-06-10,2025-06-10,0,0,18500,18500.0,0.0,18500.0,OK,OK,OK,OK,OK
C863843,P981216,2024.0,Mateo Ahmed,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-01-07,2025-01-09,2025-02-14,2024-05-10,2025-03-09,0,0,15500,15500.0,0.0,15500.0,OK,OK,OK,OK,OK
C901746,P968223,2024.0,Isla Patel,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-30,2025-01-08,2025-02-14,2024-09-25,2025-09-24,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,CHECK,OK
C281135,P173831,2024.0,Sophia Sharma,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-14,2024-12-16,2025-02-14,2024-07-07,2025-05-05,0,0,14000,14000.0,0.0,14000.0,OK,OK,OK,OK,OK
C207588,P259532,2024.0,Omar Lewis,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-18,2024-12-20,2025-02-14,2024-09-01,2025-06-30,0,0,14000,14000.0,0.0,14000.0,OK,OK,OK,OK,OK
C395026,P469977,2023.0,Aarav Smith,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-21,2024-04-30,2025-02-17,2023-08-07,2024-06-05,0,0,72052,72052.0,0.0,72052.0,OK,OK,OK,OK,OK
C172526,P479555,2024.0,Raj Khan,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Vehicle Theft,2024-11-15,2024-11-21,2025-02-07,2024-09-30,2025-07-11,783000,0,0,783000.0,0.0,783000.0,OK,OK,OK,OK,OK
C350155,P135293,2024.0,Omar Brown,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-28,2024-10-29,2025-03-06,2024-08-26,2025-08-25,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C817963,P293357,2024.0,Ethan Hall,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-05,2024-11-06,2025-03-06,2024-11-01,2025-08-21,0,0,7230,7230.0,0.0,7230.0,OK,OK,OK,OK,OK
C499667,P836830,2024.0,Leila Smith,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-18,2024-11-18,2025-05-06,2024-07-03,2025-07-02,0,0,7380,7380.0,0.0,7380.0,OK,OK,OK,OK,OK
C693825,P475726,2024.0,Arjun Smith,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-21,2025-05-06,2024-09-04,2025-09-03,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C861925,P456608,2024.0,Aisha Smith,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-21,2024-11-22,2025-02-26,2024-06-05,2025-04-04,0,0,3150,3150.0,0.0,3150.0,OK,OK,OK,OK,OK
C469147,P546734,2024.0,David Thompson,Delta Coverage Ltd,Motor Commercial,80,PSV,804,Accidental Damage,2024-11-08,2024-11-13,2025-02-17,2024-09-07,2025-09-06,0,0,25400,25400.0,0.0,25400.0,OK,OK,OK,OK,OK
C721646,P497924,2024.0,Omar Sharma,Iota Claims Ltd,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-25,2024-12-30,2025-04-09,2024-05-01,2025-04-30,107880,0,0,107880.0,0.0,107880.0,OK,OK,OK,OK,OK
C722889,P482356,2024.0,Arjun Ali,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-02,2024-12-03,2025-03-06,2024-06-01,2025-05-31,0,0,7330,7330.0,0.0,7330.0,OK,OK,OK,OK,OK
C299964,P127885,2024.0,Mateo Gupta,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-11,2024-10-11,2025-05-06,2024-08-26,2025-08-25,0,0,9930,9930.0,0.0,9930.0,OK,OK,OK,OK,OK
C937893,P278750,2024.0,Leo Hall,Summit Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-27,2024-11-07,2025-02-14,2024-03-04,2025-03-03,212060,0,0,212060.0,0.0,212060.0,OK,OK,OK,OK,OK
C629055,P970400,2024.0,Ella Roberts,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-04,2025-01-07,2025-02-12,2024-05-12,2025-05-11,0,0,260320,260320.0,0.0,260320.0,OK,OK,OK,OK,OK
C852449,P995561,2024.0,Aisha Smith,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-11,2024-10-11,2025-02-19,2024-08-26,2025-08-25,0,0,206032,206032.0,0.0,206032.0,OK,OK,OK,OK,OK
C979664,P869300,2024.0,Maya Lewis,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-12-30,2025-01-06,2025-02-14,2024-10-20,2025-08-18,0,0,46500,46500.0,0.0,46500.0,OK,OK,OK,OK,OK
C213803,P110403,2024.0,Aisha Hughes,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-11-11,2024-11-12,2025-02-14,2024-10-12,2025-10-11,0,0,28000,28000.0,0.0,28000.0,OK,OK,OK,CHECK,OK
C917250,P448989,2024.0,Leo Hall,Alpha Insurance Agency,Motor Commercial,80,PSV,804,Windscreen Damage,2024-11-05,2024-11-07,2025-02-14,2024-08-02,2025-08-01,0,0,13000,13000.0,0.0,13000.0,OK,OK,OK,OK,OK
C557114,P769036,2024.0,Raj Hughes,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-12-01,2024-12-02,2025-03-12,2024-08-01,2025-07-31,0,0,26100,26100.0,0.0,26100.0,OK,OK,OK,OK,OK
C286446,P425924,2024.0,Lucas Shah,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-11,2024-11-11,2025-02-19,2024-08-01,2025-07-31,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C996523,P133311,2024.0,Maya Ali,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-07,2024-11-07,2025-02-19,2024-01-01,2024-12-31,0,0,11600,11600.0,0.0,11600.0,OK,OK,OK,OK,OK
C578825,P783740,2021.0,Zara Davies,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-01-19,2022-01-20,2025-02-18,2021-12-16,2022-12-15,0,0,135880,135880.0,0.0,135880.0,OK,OK,OK,OK,OK
C118438,P392900,2023.0,Omar Davies,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-06,2024-03-21,2025-02-18,2023-12-06,2024-12-05,0,0,35000,35000.0,0.0,35000.0,OK,OK,OK,OK,OK
C127559,P764695,2024.0,Lucas Hughes,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-04,2024-12-09,2025-02-17,2024-01-13,2025-01-12,0,0,80752,80752.0,0.0,80752.0,OK,OK,OK,OK,OK
C375709,P588497,2024.0,Leila Begum,Beta Risk Partners,Motor Commercial,80,PSV,804,Own Damage,2025-01-10,2025-01-14,2025-02-14,2024-01-27,2025-01-26,40600,0,0,40600.0,0.0,40600.0,OK,OK,OK,OK,OK
C266984,P292706,2024.0,Aisha Hughes,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Third Party Property,2024-07-29,2024-09-30,2025-02-14,2024-07-29,2024-08-28,0,0,95540,95540.0,0.0,95540.0,OK,OK,OK,OK,OK
C710063,P357690,2024.0,Maya Gupta,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-11,2024-09-13,2025-02-14,2024-07-03,2025-07-02,0,0,119480,119480.0,0.0,119480.0,OK,OK,OK,OK,OK
C990037,P518479,2024.0,Amelia Johnson,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-07,2024-09-09,2025-02-14,2024-08-08,2025-08-07,8500,0,0,8500.0,0.0,8500.0,OK,OK,OK,OK,OK
C132650,P858735,2023.0,Ella Begum,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Floods,2024-04-24,2024-04-26,2025-02-14,2023-12-22,2024-12-21,12500,0,0,12500.0,0.0,12500.0,OK,OK,OK,OK,OK
C242291,P862974,2024.0,Maya Fernandez,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-25,2024-10-04,2025-02-17,2024-03-28,2025-02-27,0,0,6730,6730.0,0.0,6730.0,OK,OK,OK,OK,OK
C582232,P106225,2023.0,Sophia Gupta,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Floods,2024-11-15,2024-11-18,2025-02-17,2023-11-30,2024-11-29,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C653301,P973172,2023.0,Fatima Ali,Gamma Insurance Brokers,Motor Commercial,80,Motor Commercial Third Party,808,Injury To Third Part,2024-11-04,2025-01-08,2025-02-19,2023-12-31,2024-12-30,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
